target,target_name,text
2,sci.med,"From: hoss@panix.com (Felix the Cat)
Subject: med school admission continued.
Organization: PANIX Public Access Unix, NYC
X-Newsreader: TIN [version 1.1 PL8]
Lines: 42


hi all, i got several emails and a couple news replies and i guess i
shoulda went into more detail... Being my anxiety level is peaking and you
folks have no clue who I am I may as well post the specifics and see what
you people think regarding my previous post.
To recap i applied to 20 schools total, 16 of which were MD and 4 DO.

as it stands now i have had 13 rejects, 4 interviews( 2 MD and 2 DO), the
results of which are 2 waiting lists (1 MD and one DO)

3 schools i heard nothing from at all.

I have contacted all institutions other than the rejects and they have no
info whatsoever to tell me.

I have taken a good mix to apply to.. 2-3 top schools a bunch of middles
and a few ""safety""  (funny that most of my safety schools were the first
to reject me)

my index is at like a 3.5 mcats were R7 P9 B10 WQ and R7 P9 B11 WR
I couldnt get the damn reading score up... i never stuff like art
history, politics etc 

Ive done medical research at the undergrad level, done clinical lab work
for years now, but unfortunately i have no patient contact experience.

I cant think of what else i left out... but thats the summary. What
percent of people are usually called from the waiting lists on an average?
I felt that my interviews went quite well yet i dont have a firm
acceptance in my hand... anyone have any suggestions as to calm the
mailbox anxiety?  

If you premeds out there or med students have any questions or comments
for me feel free to send them down... Typing is a form of anti-anxiety
thereapy hehehehe :)


-- 
         /\ _ /\          |            Felix The Cat
        |  0 0  |-------\==     The Wonderful, Wonderful Cat!                 
         \==@==/\  ____\ |     ===============================
 Meow!--- \_-_/  ||     ||            hoss@panix.com
"
3,soc.religion.christian,"From: REXLEX@fnal.fnal.gov
Subject: Re: Athiests and Hell
Organization: FNAL/AD/Net
Lines: 81

In article <May.11.02.36.29.1993.28068@athos.rutgers.edu>
ptrei@bistromath.mitre.org (Peter Trei) writes:
>In article <May.9.05.38.49.1993.27375@athos.rutgers.edu> REXLEX@fnal.fnal.gov
writes:
>[much deleted] 
>>point today might be the Masons.  (Just a note, that they too worshipped 
>>Osiris in Egypt...)
>[much deleted] 
>
>     It bugs me when I see this kind of nonsense.
>
>     First, there is no reasonable evidence linking Masonry to ancient
>Egypt, or even that it existed prior to the late 14th century (and
>there's nothing definitive before the 17th).

My wifes uncle was a 30+ level mason.  He let me look at some of the books
(which after his death his ""brothers"" came over and took from his greiving
widow before his body had even cooled).  Don't tell me you don't worship
Osiris.  You must not be past your 20th level.  You should read Wilkinson's
Egyptians and how he shows this Egyptian religion paralleling his own British
Masonry.  There is a man here at this laboratory who is a 33 degree black
mason.  I've talked with him, though much he likes to hide (""mystery""). 
Special handshakes and all.  When he first started trying to ""evangelize"" me,
he told me all kinds on special this, and special that.  Here is truely a
""mystery"" religion.  THere is the public side with motorcyle mania and
childrens hospitals and then there is the priviate side that only the highest
degree mason every learns of.
>
>     Second, worship of Osiris is not, nor has it ever been, a part of
>Masonic practice (we are strictly non-denominational).
>
I haven't read it, but the literature that is offered by the silver haired
apologist (can't remember his name) on TV, didn't exactly come to this same
conclusion.  

""Khons, the son of the great goddess-mother, seems to have been gernaerally
represented as a full-grown god. The Babylonian divinity was also represented
very frequently in Egupt in the very same wayas in the land of his nativity
-i.e. as a child in his mother's arems.  THis was the way in which Osiris, 'the
son, the husband of his mother,' was often exhibited, and what we learn of this
god, equally as in the case of Khonso, shows that in his original he was none
other than Nimrod.  It is admitted that the secret system of Free Masonry was
originally founded on the Mysteries of the Egyptian Isis, the goddess-mother,
or wife of Osiris.  But what could have led to the union of a Masonic body with
these Mysteries, had they not had particular reference to architecture, and had
the god who was worshipped in them not been celebrated for his success in
perfecting the arts of fortification and building?  Now, if such were the case,
considering the relation in which, as we have already seen, Egypt stood to
Babylon, who would naturally be liiked up to there as the great patron of the
Masonic art?  The strong presumption is, that Nimrod must have been the man. 
He was the first that gained faim in this way.  As the child of the Babylonian
goddess-mother, he was worshipped in the character of Ala mahozim, 'The God of
Fortification.'  Osiris, the child of the Egyptian Modonna, was equally
celebrated as 'the strong chief of the buildings.'  THis strong chief of the
buildings was origninally worshipped in Egypt with every physicall
characteristic of Nimrod.  I have already noticed the fact that Nimrod, as the
son of Cush, was a negro.  Now, there was a tradition in Egypt, recorded by
Plutarch, that 'Osiris was black'.......""  Hislop

It was like a cold slap to my face, when my wifes uncle brought out his
cerimonial dress and it was leopard skin.  I mean real leopard skin.   He told
me that only the highest of degrees wore the leopard skin.  (The reason that he
started telling me all this was that he had just been given a couple of months
to live and my wife had led him to a saving faith in Christ and he immediately
repented from 'mysteries' of the lodge!)

Nimr-rod from Nimr, a ""leopard,"" and rada or rad ""To subdue.""  It is a
universal principle in all idolatries, that the high priest wears the insignia
of the god he serves.  Any representation of Osiris usually show the wearing of
some leopard.  It is interesting that the Druids of Britian also show, or
should I say hide, this representation.  They, however, worshipped the ""spotted
cow"".

I'll stand by my statements.  Masonry is of the ""mystery"" religions that all
find their source in Babylon, the great harlot. Sorry Peter,  I do not mean to
be a ""cold slap to the face"" but there is to much evidence to the contrary that
Masonry doesn't find its origins in Egypt.  Of the Masons I have personally
talked to, all refered to Egypt as their origin.  Why are you now separating
yourself from this which not many years ago, was freely admitted?

-Rex
"
0,comp.graphics,"From: rtaraz@bigwpi.WPI.EDU (Ramin Taraz)
Subject: Need gif/iff file format
Organization: Worcester Polytechnic Institute
Lines: 8
Distribution: world
NNTP-Posting-Host: bigwpi.wpi.edu


Could somebody please _email_ me some info on either what gif or iff
file formats are, or where I can get such info?


thanx

rtaraz@wpi.wpi.edu
"
2,sci.med,"From: bitn@kimbark.uchicago.edu (nathan elery bitner)
Subject: Deadly NyQuil???
Reply-To: bitn@midway.uchicago.edu
Organization: University of Chicago
Lines: 25

I originally posted this to alt.suicide.holiday but it was recommended
that I try you guys instead:

My friend insists that Ny-Quil can be deadly if enough is taken -- he
suggested something like 20-30 of the Night-time gelcaps would do someone
in.  Being a NORMAL user of Ny-Quil :), I checked the 'ingredients' and
have a very hard time believing it.  They are:

250 g acetaminophen
30 mg Pseudoephedrine HCl
10 mg Dextromethorphan HBr
6.25 mg Doxylamine Succinate

(per softgel)

Can someone settle our bet (a package of Ny-Quil of course :) -- what 
effect would 20-30 of these babies have?

*-Nathan-*

-- 
------------------------------------------------------------------------
|                         INTER ARMA SILENT LEGES                      |
| ""Worship Ditka NOW.""                email:  bitn@midway.uchicago.edu |
|______________________________________________________________________| 
"
2,sci.med,"From: mrbulli@btoy1.rochester.NY.US (Mr. Bulli (private account))
Subject: Re: Vasectomy: Health Effects on Women?
Reply-To: mrbulli@btoy1.rochester.NY.US
Organization: Private UUCP site
X-Newsreader: TIN [version 1.1 PL9]
Lines: 25

On 28 Apr 93 20:54:04 GMT joshm@yang.earlham.edu wrote:
: In article <1993Apr27.110440.5069@nic.csu.net>, eskagerb@nermal.santarosa.edu (Eric Skagerberg) writes:
: > Does anyone know of any studies done on the long-term health effects of a
: > man's vasectomy on his female partner?
: > 
: > ...
: I've heard of NO studies, but speculation:

: Why on _earth_ would there be any effect on women's health?  That's about 
: the most absurd idea I've heard since Ted Kaldis's claim that no more than 
: 35,000 people would march on Washington.

: Ok, _one_ point:  Greatly reduced chance of pregnancy.  But that's it.

: --Josh

Well, there might be another: Since I'm sterile my wife can enjoy sex 
without fear of getting pregnant.
--
  ______                             __        _  _
    /   /                           /  )      // //                        
   /   /_  __________  __.  _      /--<  . . // // o ____  _,  _  __
(_/   / /_(_) / / / <_(_/|_/_)    /___/_(_/_</_</_<_/ / <_(_)_</_/ (_
       UUCP:     ..rutgers!ur-valhalla!btoy1!mrbulli      /|  Compu$erve:
       Internet:       mrbulli@btoy1.rochester.NY.US     |/    76535,2221
"
2,sci.med,"From: mmm@cup.portal.com (Mark Robert Thorson)
Subject: Re: INFO: Colonics and Purification?
Organization: The Portal System (TM)
Distribution: world
Lines: 8

Colonics were a health fad of the 19th century, which persists to this day.
Except for certain medical conditions, there is no reason to do this.
Certainly no normal person should do this.

Frequent use of enemas can lead to a condition in which a person is unable
to have normal bowel passage, essentially a person becomes addicted to
enemas.  As I understand it, this is a very unpleasant condition, and it
would be best to avoid it.
"
3,soc.religion.christian,"From: jhpb@sarto.budd-lake.nj.us (Joseph H. Buehler)
Subject: Re: Public/Private Revelation (formerly Re: Question about Virgin Mary
Organization: none
Lines: 44

(Marty Helgesen) writes:

   When an alleged private revelation attracts sufficient attention,
   the Church may investigate it.  If the investigation indicates a
   likelihood that the alleged private revelation is in fact from God,
   it will be approved.  That means that it can be preached in the
   Church.  However, it is still true that no one is required to
   believe that it came from God.  A Catholic is free to deny the
   authenticity of even the most well attested and strongly approved
   private revelations, such as those at Fatima and Lourdes.  (I
   suspect that few if any Catholics do reject Fatima and Lourdes, but
   if any do their rejection of them does not mean they are not
   orthodox Catholics in good standing.)

It may be a bit much to say that a Catholic is free to deny what
happened at Fatima.  That's a bit strong, it is sort of like saying
that a Catholic is free to deny that Hong Kong exists.  What a
Catholic *is* free to do is to deny the truth of Fatima, without being
called a heretic.  You can be labeled other things for such an
offense, but not a heretic.

Theologians make a basic distinction as far as the degree of assent
one must give to events like Fatima and Lourdes.  Things revealed by
God through Jesus Christ or His Apostles must be given the assent due
to a revelation of God: total and unswerving.  Fatima and Lourdes
demand our assent as much as any other well-attested event in human
history.  Perhaps a bit more, given the approval of the Church.

""Approval"" of an apparition by the Church principally means that
whatever happened was in harmony with the Catholic Faith.

I personally think of private revelations as our Lord's way of telling
us what to do at particular periods in history.  He gave us all the
doctrines, etc., 2000 years ago, but we can always use some help in
knowing how exactly to apply what He gave us.

Catholic devotion to the Sacred Heart was a result of a series of
apparitions to St. Margaret Mary Alacoque, for example.  The problem
at the time was extreme moral rigorism that was turning our Lord into
someone without a heart.

The Fatima apparitions were a warning of an impending crisis in the
Church (we are living it), and what to do to save the most souls
possible in such a situation.
"
1,rec.autos,"From: tquinn@heartland.bradley.edu (Terry Quinn)
Subject: Re: The 1994 Mustang
Organization: UTexas Mail-to-News Gateway
Lines: 32
Reply-To: tquinn@heartland.bradley.edu
NNTP-Posting-Host: cs.utexas.edu



> They beat Ford to the market with the Camaro/Firebird, but really only
> in words.  Production of these vehicles will be limited until the
> end of the year, keeping selling prices above MSRP for the most part
> since there are so many twitching Camaro fans out there.
 
Drivel.  I received delivery of my '93 Trans Am 7 weeks after I 
ordered (promised 6-8 weeks), and paid $400 over dealer invoice, 
which is a $1425 discount off of MSRP.  I only have about 370 
miles on it, but so far no problems, and it seems very well put 
together.  By the way, first year production will be about 60,000 
cars.  Dealers would like you to think there is a shortage, but 
considering they only sold about 90,000 F bodies last year and the 
new model was introduced mid-year, that is not going to create a 
shortage.  GM planning on ramping to about 160,000 F bodies next 
year (according to a WSJ article).
 
Several people have mentioned seeing a photo of the '94 Mustang in 
Popular Mechanics.  I saw a photo of it in Motor Trend January 
1993 issue (p30).  Direct side on view.  Although they described 
it as a ""seriously handsome car with broad shoulders,"" I thought 
it looked pretty boring in that view.  Roofline reminded me of a 
Toyota Celica (yuch!).  Description of mechanicals same as has 
been reported from the PM article. 
 

--
                                    Terry Quinn
                                     Germantown Hills, IL
                                      tquinn@heartland.bradley.edu
from Compuserve . . .                  >INTERNET: tquinn@heartland.bradley.edu
"
3,soc.religion.christian,"From: db7n+@andrew.cmu.edu (D. Andrew Byler)
Subject: Re: Deuterocanonicals, esp. Sirach
Organization: Freshman, Civil Engineering, Carnegie Mellon, Pittsburgh, PA
Lines: 78

Barney Resson writes:

>On these counts, the apocrapha falls short of the glory of God.
>To quote Unger's Bible Dictionary on the Apocrapha:
>1. They abound in historical and geographical inaccuracies and
>anachronisms.

So do other parts of the Bible when taken literally - i.e. the Psalms
saying the Earth does not move, or the implication the Earth is flat
with four corners, etc.  The Bible was written to teach salvation, not
history or science.

>2. They teach doctrines which are false and foster practices
>which are at variance with sacred Scripture.

What ones?  Paryers for the dead or the intercession of saints? (Which
are taught in 2 Maccabees, Sirach, and Tobit)

>3. They resort to literary types and display an artificiality of
>subject matter and styling out of keeping with sacred Scripture.

By your own subjective judgement.  This falling short is your judgement,
and you are not infallible - rather the Church of Jesus Christ is (see 1
Timothy 3.15).

>4. They lack the distinctive elements which give genuine
>Scripture their divine character, such as prophetic power and
>poetic and religious feeling.

More subjective feelings.   This is not a proof of anything more than
one persons feelings.

>But the problem with this argument lies in the assumption that
>the Hebrew canon included the Apocrapha in the first place, and
>it wasn't until the sixteenth century that Luther and co. threw
>them out. The Jewish council you mentioned previously didn't
>accept them, so the reformation protestants had good historical
>precedence for their actions. Jerome only translated the
>apocrapha under protest, and it was literally 'over his dead
>body' that it was included in the catholic canon.

As I have written time and again, the Hebrew canon was fixed in Jamnia,
Palestine, in 90 AD.  60 years after the foundation of the one, holy,
catholic, and apostolic Church.  Furthermore, the opinons of Jerome do
not count.  He was neither the Church, or the Pope, or an ecumenical
council, or a council in general, or an insturment of the Magisterium of
the Church.  He was a private individual, learned admittedly, but
subject to erro of opinion.  And in exlcuding the deuterocanon, he
erred, as Pope Damsus, and the Council of Carthage, and the tradition of
the Fathers, clearly shows, as I pointed out in my previous post.

>How do you then view the words: ""I warn everyone who  hears the
>words of the prophecy of this book: If anyone adds anything to
>them, God will add to him the plagues described in this book.
>And if anyone takes away from this book the prophecy, God will
>take away from him his share in the tree of life and in the
>holy city"" (Rev 22.18-9)

I suggest you take heed of the last part of the statement, if you want
to take it in the sense you are taking it, that taking away from the
book will cause you to lose heaven.

>It is also noteworthy to consider Jesus' attitude. He had no
>argument with the pharisees over any of the OT canon (John
>10.31-6), and explained to his followers on the road to Emmaus 
>that in the law, prophets and psalms which referred to him - the 
>OT division of Scripture (Luke 24.44), as well as in Luke 11.51
>taking Genesis to Chronicles (the jewish order - we would say
>Genesis to Malachi) as Scripture.

The order of the Canon is unimportant, it is the content that matters. 
None of Jesus' statments exlcude the deuterocanon, which were
interspersed throughout the canon.  And remeber, there are some
completely undisputed books, Ezra, Nehemiah, Esther, Ecclesiatses, Song
of Songs, Job, etc. that are not quoted in the New Testament, which is
not taken as prejudicial to their being inspired.

Andy Byler
"
2,sci.med,"From: carl@SOL1.GPS.CALTECH.EDU (Carl J Lydick)
Subject: Re: Krillean Photography
Organization: HST Wide Field/Planetary Camera
Lines: 37
Distribution: world
Reply-To: carl@SOL1.GPS.CALTECH.EDU
NNTP-Posting-Host: sol1.gps.caltech.edu

In article <1993Apr26.120417.22328@linus.mitre.org>, gpivar@maestro.mitre.org
(Greg Pivarnik) writes:
=In article <1993Apr22.211005.21578@scorch.apana.org.au>, bill@scorch.apana.org.au (Bill Dowding) writes:
=|> todamhyp@charles.unlv.edu (Brian M. Huey) writes:
=|> 
=|> >I think that's the correct spelling..
=|> >	I am looking for any information/supplies that will allow
=|> >do-it-yourselfers to take Krillean Pictures. I'm thinking
=|> >that education suppliers for schools might have a appartus for
=|> >sale, but I don't know any of the companies. Any info is greatly
=|> >appreciated.
=|> 
=|> Krillean photography involves taking pictures of minute decapods resident in 
=|> the seas surrounding the antarctic. Or pictures taken by them, perhaps.
=|> 
=|> Bill from oz
=|> 
=
=
=Bill,
=No flame intended but you're way, way off base. In simple terms Kirilian
=photography registers the electromagnetical fields around objects, in simple,
=it takes pictures of your aura.

Greg:  Flame definitely intended here.  Bill was making fun of the misspelling. 
Go look up the word ""krill.""  Also, the correct spelling is Kirlian.  It
involves taking photographs of corona discharges created by attaching the
subject to a high-voltage source, not of some ""aura.""  It works equally well
with inanimate objects.
--------------------------------------------------------------------------------
Carl J Lydick | INTERnet: CARL@SOL1.GPS.CALTECH.EDU | NSI/HEPnet: SOL1::CARL

Disclaimer:  Hey, I understand VAXen and VMS.  That's what I get paid for.  My
understanding of astronomy is purely at the amateur level (or below).  So
unless what I'm saying is directly related to VAX/VMS, don't hold me or my
organization responsible for it.  If it IS related to VAX/VMS, you can try to
hold me responsible for it, but my organization had nothing to do with it.
"
2,sci.med,"From: andrea@unity.ncsu.edu (Andrea M Free-Kwiatkowski)
Subject: Re: Can men get yeast infections?
Organization: NCSU
X-Newsreader: TIN [version 1.1 PL8]
Distribution: na
Lines: 21

Steve Pope (spp@zabriskie.berkeley.edu) wrote:
: A woman once told me her doctor told her that I
: could catch, asymptomatically, her yeast infection
: from her, then give it back to her, causing
: a relapse.

: Probably bogus, but if not, it's another reason to use
: latex...

: Steve

It isn't bogus.  I had chronic vaginal yeast infections that would go away
with cream but reappear in about 2 weeks.  I had been on 3 rounds of
antibiotics for a resistant sinus infection and my husband had been on
amoxicillin also for a sinus infection.  After six months of this, I went
to a gynecologist who had me culture my husband seminal fluid.  After 7
days incubation he had quite a bit of yeast growth (it was confirmed by
the lab).  A round of Nizerol for him cleared both of us.

Andrea Kwiatkowski

"
0,comp.graphics,"From: mabusj@nason110.its.rpi.edu (Jasen M. Mabus)
Subject: Looking for Brain in CAD
Nntp-Posting-Host: nason110.its.rpi.edu
Reply-To: mabusj@rpi.edu
Organization: Rensselaer Polytechnic Institute, Troy, NY.
Lines: 7

Jasen Mabus
RPI student

	I am looking for a hman brain in any CAD (.dxf,.cad,.iges,.cgm,etc.) or picture (.gif,.jpg,.ras,etc.) format for an animation demonstration. If any has or knows of a location please reply by e-mail to mabusj@rpi.edu.

Thank you in advance,
Jasen Mabus  
"
0,comp.graphics,"From: deb47099@uxa.cso.uiuc.edu (Daniel E. Bradley)
Subject: Fractal terrain generator?
Keywords: fractal terrain mac
Organization: University of Illinois at Urbana
Lines: 10

	Does anyone know of a fractal terrain generator for Mac, something
	I could hopefully import into a 3D program like Swivel or Stratavision?
	I know Infini-D has built in capabilities, but I don't have access to
	Infini-D. I downloaded two programs from Umich, in graphics/fractals,
	but both were from 1990-91 and crashed under System 7. I think they
	were Black and white anyway. Please, email me if you know of anything,
	as I don't check the newsgroups very often.
		Thanks in advance.
			Dan Bradley deb47099@uxa.cso.uiuc.edu

"
3,soc.religion.christian,"From: shellgate!llo@uu4.psi.com (Larry L. Overacker)
Subject: Re: Christianity and repeated lives
Organization: Shell Oil
Lines: 17

In article <May.11.02.38.37.1993.28288@athos.rutgers.edu> KEVXU@cunyvm.bitnet writes:
>
>Isn't Origen usually cited as the most prestigious proponent of reincarnation
>among Christian thinkers?  What were his views, and how did he relate them
>to the Christian scriptures?

He appears to have believed that.  He had a view which was condemned by conciliar
action, which is often taken to be condemnation of the idea of reincarnation.
What was actually condemned was the doctrine of the pre-existence of the soul
before birth.  Similar, but not exactly the same thing.  

Larry Overacker (ll@shell.com)
-- 
-------
Lawrence Overacker
Shell Oil Company, Information Center    Houston, TX            (713) 245-2965
llo@shell.com
"
0,comp.graphics,"From: eric.vitiello@tfd.coplex.com (Eric Vitiello) 
Subject: 3DS: Where did all the te
Distribution: world
Organization: Ky/In PC User's Group - Louisville, KY - 502-423-8654
Reply-To: eric.vitiello@tfd.coplex.com (Eric Vitiello) 
Lines: 20

TO: rych@festival.ed.ac.uk (R Hawkes)

RH>I've noticed that if you only save a model (with all your mapping planes
RH>positioned carefully) to a .3DS file that when you reload it after restarting
RH>3DS, they are given a default position and orientation.  But if you save
RH>to a .PRJ file their positions/orientation are preserved.  Does anyone
RH>know why this information is not stored in the .3DS file?  Nothing is

    This is because the PRJ (Project) format saves all of your settings,
    right down to the last render file's name.

RH>I'd like to be able to read the texture rule information, does anyone have
RH>the format for the .PRJ file?

    Sorry... Don't have anything on that or the CEL format.

....r.c V.t.ell. .r...
---
 . DeLuxe./386 1.25 #959sa . .....Stupid ..... Line ...}. Noise!!
                                                                                         
"
3,soc.religion.christian,"From: hudson@athena.cs.uga.edu (Paul Hudson Jr)
Subject: Re: Portland earthquake
Organization: University of Georgia, Athens
Lines: 19

In article <May.7.01.09.33.1993.14542@athos.rutgers.edu> cctr114@cantua.canterbury.ac.nz (Bill Rea) writes:
>in history seems to imply some pretty serious sin. The one of the 
>pastors in the church I attend, Christchurch City Elim, considers 
>that a prophesy of a natural disaster as a ""judgement from the Lord"" 
>is a clear sign that the ""prophesy"" is not from the Lord. 

I would like to see his reasoning behind this.  You may have gotten 
""burned"" by natural disaster prophecies down there, but that
does not mean that every natural disaster/judgement prophecy is
false.  Take a quick look at the book of Jeremiah and it is obvious
that judgement prophecies can be valid.  here in the US, it seems like
we might have more of a problem with positive prophecies, though I
am sure there may be a few people who are too into judgement.

Sometimes God does give words that are difficult to swallow.  The
relative positiveness of a prophecy is not necesarily grounds to
dismiss it.  Much of the OT is not happy stuff.

Link Hudson.
"
0,comp.graphics,"Subject: Re: POVray : tga -> rle
From: Craig.Humphrey@comp.vuw.ac.nz (Craig Andrew Humphrey)
Reply-To: chumphre@comp.vuw.ac.nz
Distribution: world
Organization: Victoria University of Wellington. New Zealand
NNTP-Posting-Host: depot.comp.vuw.ac.nz
Lines: 33


In article <ltqp28INNpa7@pageboy.cs.utexas.edu>, jhpark@cs.utexas.edu (Jihun Park) writes:
>Hello,
>I have some problem in converting tga file(generated by POVray) to
>rle file. When I convert, I do not get any warning message. But
>if I use xloadimage/getx11, something is wrong.

[edited]

>I know that I need to install ppmtorle and tgatoppm, but I do not spend
>time to install them. Even I do not want to generate .rgb from POVray
>and then convert them to rle, if possible.(.rgb to rle works, but
>it will mess up my directory with so many files, and it needs 2 more
>steps to finally convert to rle file. say cat | rawtorle | rleflip )
>Does any body out there have same experience/problems ?


Well for starters, why use rle files?  You might have a specific program that
needs them, OK, but I tend to convert straight to jpeg format, thus a 2.4meg
24bit targa file becomes a ~80k or less 24bit jpeg.

The latest versions of XV (2.2.1 ?) and xloadimage (3.03) both handle jpeg files.
And the best way to convert to jpeg is with the c/djpeg suit.  Even at 90%
quality (you can't see the difference) the jpeg is way smaller than anything
else even an 8bit gif!

Later'ish
Craig
-- 
    |\/\/\/\/\/| ""I didn't do it, nobody saw me do it, 
    | ___  ___ |  you can't prove anything.""          
    |/   \/   \|   craig.humphrey@stargate.actrix.gen.nz
__ccc_c_#_|__#_ccc_c____chumphre@comp.vuw.ac.nz______________________________
"
2,sci.med,"From: banschbach@vms.ocom.okstate.edu
Subject: Re: Chelation therapy
Lines: 51
Nntp-Posting-Host: vms.ocom.okstate.edu
Organization: OSU College of Osteopathic Medicine

In article <1rh3seINNfkc@newsstand.cit.cornell.edu>, Renee <rme1@cornell.edu> writes:
> Does anyone here know anything about chelation therapy using EDTA?  My
> uncle has emphesema, and a doctor wants to try it on him.  We are
> wondering if:
> 
> 1.  Is there any evidence EDTA chelation therapy is beneficial for his
> condition, or any condition?
> 
> 2.  What possible side effects are there.  How can they be mimimized?
> 
> Please respond via e-mail to    rme1@cornell.edu
> 
> Thanks,
> Renee

EDTA(chelation therapy) has been used by some physicians to try to remove 
calcium from calcified plaques in the arterial system(not approved for such 
use).  There is also the possibility that lung tissue in patients with lung 
disease has become calcified(chest x-rays would show this).  There are side
-effects to the use of EDTA because it is not specific for calcium(it also 
binds other minerals).  I think that there have been some deaths when 
EDTA chelation therapy has been used because of mineral imbalances that 
were not detected and corrected.  In animal studies, the best way to remove 
calcium from plaques in rabbits was to supplement the rabbits with vitamin C 
and magnesium(rabbits already synthesize their own vitamin C, the extra 
vitamin C was given in their diets to help the magnesium displace the calcium 
from the plaques).

The calcification process that occurs in both plaques and the lung probably 
can be prevented if magnesium is used in supplemental form.  Most patietns 
with calcium deposits are found to be deficient in calcium.

	1. ""Magnesium interrationships in ischemic heart disease: A review""
	   Am J Clin Nutr 27(1):59-79(1974).  Supplementation with 
	   magnesium will prevent clacification of blood vessels. 

	2. ""The importance of magnesium deficiency in cardiovascular 
	    disease"" Am. Heart J 94:649-57(1977).  The need to measure the 
	    serum concentration in all patients with heat disease cannot be 
	    overemphasized.  This is a review article.

	3. ""Effect of dietary magnesium on development of atherosclerosis 
	   in cholesterol-fed rabbits"" Atherosclerosis 10:732-7(1990).  
	   Magnesium supplementation greatly decreased the formation of 
	   plaques in rabbits feed a diet that had 1% by weight cholesterrol 
	   added to their normal food.

Since EDTA will also bind magnesium, I've never really liked it's use for 
the reversal of athersclerosis or now apparently in emphesema patients.

Marty B.
"
0,comp.graphics,"From: raj@phys.ksu.edu (S. Raj Chaudhury)
Subject: Re: Needed: Plotting package that does...
Organization: Kansas State University
Lines: 28
NNTP-Posting-Host: piaget.phys.ksu.edu

In <C5qGF5.K2I@alta-oh.com> chris@zeus.alta-oh.com (Chris Murphy) writes:

>In article <FULL_GL.93Apr18005752@dolphin.pts.mot.com>, full_gl@pts.mot.com (Glen Fullmer) writes:
>|> Looking for a graphics/CAD/or-whatever package on a X-Unix box that will
>|> take a file with records like:

>Hi,
>  See Roger Grywalski's response to :

>Re: Help on network visualization

>in comp.graphics.visualization.

Could someone please post Roger Grywalski's response?  Or point me to where
I could find it?

Thanks a lot,


S. Raj Chaudhury			|
Dept. of Physics    			|  raj@phys.ksu.edu
Kansas State University			|
Manhattan, KS 66506			|
--
S. Raj Chaudhury			|
Dept. of Physics    			|  raj@phys.ksu.edu
Kansas State University			|
Manhattan, KS 66506			|
"
0,comp.graphics,"From: Matjaz.Gams@IJS.si
Subject: ``Call for Papers for INFORMATIKA'' Vol. 17 No. 2
Originator: abrodnik@watdragon.uwaterloo.ca
Organization: Jozef Stefan Institute, Ljubljana, Slovenia
Lines: 69

This is an invitation to send articles to the Informatica magazine.
The first fully international issue has been published and echoes 
are quite favourable. For any information, contact (matjaz.gams@ijs.si). 

Dear Colleague,                                        April 25, 1993

Number 1 of volume 17 of Informatica is now out of print and some of you 
will receive it in a week or so. As you will see, the journal is structured
in the following way: the editorial (first page); profiles (second page
-- biography of an editor, in this issue, Terry Winograd); the edited
part of papers (pp. 3-80); mission and research reports (A plan for
knowledge archives project in Japan and CSLI in Stanford, pp. 81-100);
and news and announcements (pp. 101-108). This structure is mentioned to
give you a suggestion how could you help to make the contents of the
journal significant, diverse, and interesting, bringing your own views
into the discourse.
   A great emphasis is given to the so-called editorial page. This page
expresses an opinion (belief) of the writing editor to some problems
within the scope of computing and informatics, extending into other
concerning disciplines, e.g. cybernetics, advanced AI, cognitive sciences,
mind, informationally concerned neural sciences, advanced technology 
(e.g. photonics), etc. I asked professor Terry Winograd to write this
page for Number 2. I certainly would appreciate very much to get
suggestions or possible offers from other editors, who like to express
their strong (directed) beliefs concerning a future development of the
area in question.
   On the second page of each Number an editor's profile is published.
The aim of the profile is twofold: to show his/her professional 
achievements, interests, scientific, and philosophical orientation on
one side; to narrate his/her life story in the environments in which
editors has lived and live on the other side. This kind of story should
be instructive, adequately factically faced, contributing to the 
understanding of circumstances in which editors have to act and live.
   The edited part (edited papers) is still critical. I would like to have
a stock of accepted papers in advance, so the issuing dates of a particular
number can be fixed (e.g. January, April, July, and October). In situation
right now, I ask you to help me with contributions of yours or your
colleagues, collaborators, students, etc. Some critical views to the
contemporary development of computing and informatics are appreciated.
A special emphasis should be given also to originality by which fresh
ideas are coming into the circulation of different professional communities.
   Reports of different occasions (symposia, conferences, meetings, etc.)
and particularly on new books, papers, and interesting events are welcome.
You can send these news immediately (also by your secretary) by e-mail.
On the other hand, you can send books and other publications (annual
reports, journals, calls for papers, etc.) for reviewing and publishing
in Informatica. We in the editorial staff will manage the rest.
   E-mail is functioning satisfactorily, so please use it in every respect.
You can submit editorial notes, profiles, reports, news and even complete
papers written in standard LaTex format (especially formulas). We received
several final (corrected) texts in Number 1 from different sites (US,
Russia, etc.). In this way, you can compose reports from already typed
texts, using your own choice and editing, and submit them to the contact
person (matjaz.gams@ijs.si), who is always being on your disposal. So,
you will receive a prompt confirmation and any information concerning
our common interest and job.

At the end, please do not forget: we need your cooperation and help in
every mentioned respect. The aim of Informatica is to open various
possibilities of communication concerning strong scientific and 
philosophical orientations as well as those coming up, still unrevealed,
and on the way to become significant. Please, do not apprehend to give
proposals, suggestions, and, certainly, contributions via the e-mail
and by other means.

Sincerely yours,

Anton P. ""Zeleznikar
Editor-in-chief
"
